claim_id,claim_seq,policy_id,station_id,solar_system,production_load,exposure,energy_backup_score,safety_compliance,claim_amount
BI-C-0008298,2,BI-082480,A3,Epsilon,0.577,0.366,4,5,4533184.0
BI-C-0008299,1,BI-082486,B1,Zeta,0.535,0.615,2,4,1643221.0
BI-C-0008300,2,BI-082486,B1,Zeta,0.535,0.615,2,4,3659590.0
BI-C-0008301,1,BI-082496,B1,Epsilon,0.66,0.153,5,3,1662333.0
BI-C-0008302,1,BI-082498,B1,Zeta,0.219,0.134,2,3,755774.0
BI-C-0008303,1,BI-082522,A2,Zeta,0.045,0.818,3,5,150233.0
BI-C-0008304,1,BI-082528,A1,Epsilon,0.912,0.527,4,4,1241554.0
BI-C-0008305,1,BI-082543,A5,Epsilon,0.612,0.51,4,4,1544051.0
BI-C-0008306,1,BI-082554,B2,Zeta,0.781,0.463,3,3,4264711.0
BI-C-0008307,1,BI-082558,G3,Helionis Cluster,0.854,0.467,3,3,478700.0
BI-C-0008308,1,BI-082562,A3,Epsilon,0.254,0.307,3,2,3320625.0
BI-C-0008309,1,BI-082570,B8,Helionis Cluster,0.844,0.453,5,3,7306782.0
BI-C-0008310,1,BI-082574,G4,Epsilon,0.231,0.371,2,5,756128.0
BI-C-0008311,1,BI-082583,B2,Zeta,0.567,0.949,3,1,921979.0
BI-C-0008312,2,BI-082583,B2,Zeta,0.567,0.949,3,1,1768204.0
BI-C-0008313,1,BI-082586,A2,Epsilon,0.459,0.752,1,1,786632.0
BI-C-0008314,1,BI-082594,B4,Helionis Cluster,0.828,0.782,3,2,21344632.0
BI-C-0008315,2,BI-082594,B4,Helionis Cluster,0.828,0.782,3,2,1411071.0
BI-C-0008316,1,BI-082606,G9,Epsilon,0.798,0.855,1,2,2670997.0
BI-C-0008317,1,BI-082633,B2,Epsilon,0.924,0.212,1,4,1553552.0
BI-C-0008318,1,BI-082648,B7,Zeta,0.441,0.137,3,3,2053132.0
BI-C-0008319,1,BI-082649,B3,Helionis Cluster,0.376,0.443,4,2,2842965.0
BI-C-0008320,1,BI-082654,A5,Zeta,0.152,0.86,3,4,2291755.0
BI-C-0008321,1,BI-082658,G7,Epsilon,0.91,0.325,5,3,1894819.0
BI-C-0008322,2,BI-082658,G7,Epsilon,0.91,0.325,5,3,1751501.0
BI-C-0008323,1,BI-082664,G5,Helionis Cluster,0.558,0.451,5,4,403140.0
BI-C-0008324,2,BI-082664,G5,Helionis Cluster,0.558,0.451,5,4,11319517.0
BI-C-0008325,3,BI-082664,G5,Helionis Cluster,0.558,0.451,5,4,891183.0
BI-C-0008326,1,BI-082666,B9,Epsilon,0.876,0.758,3,2,1197154.0
BI-C-0008327,1,BI-082669,G4,Epsilon,0.105,0.835,4,2,3189992.0
BI-C-0008328,2,BI-082669,G4,Epsilon,0.105,0.835,4,2,1818301.0
BI-C-0008329,1,BI-082696,A4,Helionis Cluster,0.923,0.519,4,3,3052964.0
BI-C-0008330,1,BI-082744,B6,Helionis Cluster,0.371,0.373,3,2,11003127.0
BI-C-0008331,2,BI-082744,B6,Helionis Cluster,0.371,0.373,3,2,1669382.0
BI-C-0008332,1,BI-082748,B5,Zeta,0.254,0.806,4,2,7831291.0
BI-C-0008333,1,BI-082767,A4,Epsilon,0.156,0.32,4,5,2305861.0
BI-C-0008334,1,BI-082769,G5,Zeta,0.086,0.681,2,2,1484720.0
BI-C-0008335,1,BI-082807,A7,Epsilon,0.678,0.372,3,3,9889697.0
BI-C-0008336,1,BI-082819,B2,Zeta,0.904,0.438,2,4,5483363.0
BI-C-0008337,1,BI-082833,G9,Epsilon,0.132,0.291,4,5,31167358.0
BI-C-0008338,1,BI-082892,G3,Epsilon,0.677,0.815,2,2,7899585.0
BI-C-0008339,1,BI-082908,G4,Zeta,0.37,0.708,3,3,820313.0
BI-C-0008340,2,BI-082908,G4,Zeta,0.37,0.708,3,3,1426973.0
BI-C-0008341,3,BI-082908,G4,Zeta,0.37,0.708,3,3,13728593.0
BI-C-0008342,1,BI-082910,G4,Epsilon,0.838,0.463,2,2,1806823.0
BI-C-0008343,1,BI-082913,B7,Epsilon,0.77,0.589,3,1,2593433.0
BI-C-0008344,1,BI-082934,G3,Zeta,0.615,0.432,4,1,3530248.0
BI-C-0008345,1,BI-082937,G6,Epsilon,0.695,0.695,1,2,12983545.0
BI-C-0008346,2,BI-082937,G6,Epsilon,0.695,0.695,1,2,7304905.0
BI-C-0008347,1,BI-082944,A8,Epsilon,0.112,0.224,4,1,2172749.0
BI-C-0008348,1,BI-082998,A4,Zeta,0.803,0.581,4,4,
BI-C-0008349,2,BI-082998,A4,Zeta,0.803,0.581,4,4,3624205.0
BI-C-0008350,1,BI-083004,G6,Zeta,0.759,0.527,1,3,2003470.0
BI-C-0008351,1,BI-083040,A4,Epsilon,0.253,0.296,2,2,217515.0
BI-C-0008352,1,BI-083043,B5,Epsilon,0.726,0.49,4,1,717325.0
BI-C-0008353,2,BI-083043,B5,Epsilon,0.726,0.49,4,1,613747.0
BI-C-0008354,3,BI-083043,B5,Epsilon,0.726,0.49,4,1,4816148.0
BI-C-0008355,1,BI-083070,G6,Epsilon,0.742,0.949,3,5,442287.0
BI-C-0008356,1,BI-083079,A6,Epsilon,0.562,0.247,1,5,1809581.0
BI-C-0008357,1,BI-083101,B7,Helionis Cluster,0.082,0.249,1,5,1905908.0
BI-C-0008358,1,BI-083102,A9,Epsilon,0.206,0.245,2,2,3626601.0
BI-C-0008359,1,BI-083128,A3,Zeta,0.259,0.346,5,5,2357017.0
BI-C-0008360,2,BI-083128,A3,Zeta,0.259,0.346,5,5,2767475.0
BI-C-0008361,1,BI-083129,A4,Zeta,0.95,0.368,4,4,713149.0
BI-C-0008362,1,BI-083138,B4,Zeta,0.323,0.766,4,4,2177878.0
BI-C-0008363,2,BI-083138,B4,Zeta,0.323,0.766,4,4,2466594.0
BI-C-0008364,1,BI-083143,A4,Helionis Cluster,0.402,0.093,3,1,4387796.0
BI-C-0008365,1,BI-083150,B6,Zeta,0.048,0.873,4,4,3704454.0
BI-C-0008366,1,BI-083167,A3,Epsilon,0.677,0.389,1,5,6049517.0
BI-C-0008367,2,BI-083167,A3,Epsilon,0.677,0.389,1,5,187481.0
BI-C-0008368,3,BI-083167,A3,Epsilon,0.677,0.389,1,5,6856361.0
BI-C-0008369,4,BI-083167,A3,Epsilon,0.677,0.389,1,5,2786792.0
BI-C-0008370,1,BI-083169,A9,Helionis Cluster,0.217,0.193,3,3,11207603.0
BI-C-0008371,1,BI-083175,G9,Epsilon,0.892,0.673,3,3,1861477.0
BI-C-0008372,1,BI-083186,G4,Zeta,0.559,0.773,4,4,10671174.0
BI-C-0008373,1,BI-083222,G9,Zeta,0.44,0.097,5,5,1895730.0
BI-C-0008374,1,BI-083233,G9,Zeta,0.204,0.738,1,2,1168626.0
BI-C-0008375,2,BI-083233,G9,Zeta,0.204,0.738,1,2,1358534.0
BI-C-0008376,1,BI-083299,A4,Zeta,0.903,0.353,5,2,2065577.0
BI-C-0008377,2,BI-083299,A4,Zeta,0.903,0.353,5,2,7336289.0
BI-C-0008378,1,BI-083300,G7,Zeta,0.592,0.474,1,5,2368014.0
BI-C-0008379,2,BI-083300,G7,Zeta,0.592,0.474,1,5,557474.0
BI-C-0008380,1,BI-083305,A2,Helionis Cluster,0.79,0.647,5,1,1570689.0
BI-C-0008381,1,BI-083343,B2,Epsilon,0.387,0.574,3,4,473170.0
BI-C-0008382,2,BI-083343,B2,Epsilon,0.387,0.574,3,4,691359.0
BI-C-0008383,3,BI-083343,B2,Epsilon,0.387,0.574,3,4,457691.0
BI-C-0008384,1,BI-083348,G7,Epsilon,0.454,0.393,5,1,580979.0
BI-C-0008385,1,BI-083350,G2,Zeta,0.389,0.892,1,4,660978.0
BI-C-0008386,1,BI-083367,B5,Epsilon,0.477,0.083,3,2,4077668.0
BI-C-0008387,1,BI-083372,G4,Zeta,0.351,0.231,4,1,99801.0
BI-C-0008388,1,BI-083383,B8,Epsilon,0.46,0.622,2,2,1362814.0
BI-C-0008389,2,BI-083383,B8,Epsilon,0.46,0.622,2,2,3756964.0
BI-C-0008390,1,BI-083386,G2,Helionis Cluster,0.024,0.931,4,4,711739.0
BI-C-0008391,2,BI-083386,G2,Helionis Cluster,0.024,0.931,4,4,2423650.0
BI-C-0008392,3,BI-083386,G2,Helionis Cluster,0.024,0.931,4,4,4925904.0
BI-C-0008393,1,BI-083390,G4,Helionis Cluster,0.967,0.69,5,2,3126273.0
BI-C-0008394,1,BI-083398,B5,Zeta,0.389,0.825,1,1,451522.0
BI-C-0008395,1,BI-083411,A6,Zeta,0.595,0.593,5,4,1680088.0
BI-C-0008396,1,BI-083421,G3,Zeta,0.362,0.44,4,3,8708775.0
BI-C-0008397,1,BI-083478,B6,Epsilon,0.347,0.598,5,5,4212915.0
BI-C-0008398,1,BI-083508,G9,Helionis Cluster,0.321,0.296,5,2,333127.0
BI-C-0008399,2,BI-083508,G9,Helionis Cluster,0.321,0.296,5,2,394904.0
BI-C-0008400,1,BI-083555,A7,Zeta,0.999,0.194,3,4,116622.0
BI-C-0008401,1,BI-083563,A5,Helionis Cluster,0.213,0.588,1,1,946556.0
BI-C-0008402,1,BI-083567,G5,Epsilon,0.312,0.275,2,2,386336.0
BI-C-0008403,1,BI-083582,A9,Zeta,0.543,0.948,4,3,1542894.0
BI-C-0008404,2,BI-083582,A9,Zeta,0.543,0.948,4,3,796416.0
BI-C-0008405,3,BI-083582,A9,Zeta,0.543,0.948,4,3,5606305.0
BI-C-0008406,1,BI-083584,G3,Zeta,0.389,0.194,5,5,983135.0
BI-C-0008407,1,BI-083612,G8,Zeta,0.792,0.788,4,5,8440431.0
BI-C-0008408,1,BI-083614,B4,Epsilon,0.914,0.454,1,3,9036729.0
BI-C-0008409,1,BI-083632,A2,Epsilon,0.835,0.729,3,2,595329.0
BI-C-0008410,1,BI-083649,B8,Zeta,0.608,0.464,1,3,9547712.0
BI-C-0008411,1,BI-083652,G9,Zeta,0.315,0.217,1,3,306756.0
BI-C-0008412,1,BI-083660,B2,Epsilon,0.206,0.543,1,2,2215650.0
BI-C-0008413,1,BI-083677,G7,Epsilon,0.026,0.335,3,5,602555.0
BI-C-0008414,2,BI-083677,G7,Epsilon,0.026,0.335,3,5,1014288.0
BI-C-0008415,1,BI-083679,G1,Epsilon,0.65,0.227,2,4,3475287.0
BI-C-0008416,1,BI-083696,G4,Zeta,0.667,0.592,4,3,1234018.0
BI-C-0008417,2,BI-083696,G4,Zeta,0.667,0.592,4,3,1792873.0
BI-C-0008418,1,BI-083710,A2,Zeta,0.791,0.458,4,4,3607234.0
BI-C-0008419,1,BI-083716,A5,Epsilon,0.418,0.344,2,5,970723.0
BI-C-0008420,1,BI-083723,A1,Epsilon,0.377,0.379,1,3,841241.0
BI-C-0008421,1,BI-083744,A9,Zeta,0.393,0.395,4,3,608804.0
BI-C-0008422,1,BI-083787,B4,Zeta,0.673,0.44,2,5,1664297.0
BI-C-0008423,1,BI-083795,B5,Zeta,0.139,0.167,3,1,619814.0
BI-C-0008424,1,BI-083801,A3,Zeta,0.536,0.802,2,2,593842.0
BI-C-0008425,2,BI-083801,A3,Zeta,0.536,0.802,2,2,2868795.0
BI-C-0008426,1,BI-083802,B5,Helionis Cluster,0.832,0.477,3,5,3014731.0
BI-C-0008427,1,BI-083815,G5,Epsilon,0.271,0.479,1,1,84898.0
BI-C-0008428,1,BI-083817,B9,Epsilon,0.545,0.142,1,2,182818.0
BI-C-0008429,1,BI-083835,G3,Zeta,0.544,0.922,5,4,321183.0
BI-C-0008430,1,BI-083846,B5,Epsilon,0.445,0.142,4,4,2375738.0
BI-C-0008431,1,BI-083852,A9,Helionis Cluster,0.851,0.944,4,4,2097592.0
BI-C-0008432,2,BI-083852,A9,Helionis Cluster,0.851,0.944,4,4,4943490.0
BI-C-0008433,1,BI-083874,B5,Epsilon,0.813,0.412,3,1,786075.0
BI-C-0008434,2,BI-083874,B5,Epsilon,0.813,0.412,3,1,757731.0
BI-C-0008435,1,BI-083878,G2,Epsilon,0.665,0.315,2,4,6969864.0
BI-C-0008436,1,BI-083886,A1,Helionis Cluster,0.121,0.491,4,5,31467773.0
BI-C-0008437,1,BI-083946,G2,Epsilon,0.502,0.144,1,2,1382627.0
BI-C-0008438,1,BI-083968,B7,Epsilon,0.528,0.643,4,4,3409019.0
BI-C-0008439,1,BI-084013,G3,Zeta,0.804,0.639,5,5,8582080.0
BI-C-0008440,2,BI-084013,G3,Zeta,0.804,0.639,5,5,3022335.0
BI-C-0008441,3,BI-084013,G3,Zeta,0.804,0.639,5,5,773544.0
BI-C-0008442,4,BI-084013,G3,Zeta,0.804,0.639,5,5,1489674.0
BI-C-0008443,1,BI-084019,A9,Epsilon,0.071,0.474,4,4,6676077.0
BI-C-0008444,1,BI-084036,A8,Epsilon,0.876,0.795,3,2,628361.0
BI-C-0008445,2,BI-084036,A8,Epsilon,0.876,0.795,3,2,1696945.0
BI-C-0008446,1,BI-084054,B6,Helionis Cluster,0.778,0.867,1,2,4425660.0
BI-C-0008447,1,BI-084057,G2,Helionis Cluster,0.146,0.083,1,5,3112456.0
BI-C-0008448,1,BI-084086,G6,Zeta,0.937,0.418,3,4,849624.0
BI-C-0008449,2,BI-084086,G6,Zeta,0.937,0.418,3,4,
BI-C-0008450,1,BI-084095,G6,Helionis Cluster,0.697,0.545,3,2,2790942.0
BI-C-0008451,1,BI-084096,A9,Zeta,0.192,0.654,3,1,3638618.0
BI-C-0008452,2,BI-084096,A9,Zeta,0.192,0.654,3,1,1517237.0
BI-C-0008453,1,BI-084107,B7,Epsilon,0.889,0.668,5,3,1805711.0
BI-C-0008454,1,BI-084121,A2,Epsilon,0.747,0.574,5,2,14358074.0
BI-C-0008455,2,BI-084121,A2,Epsilon,0.747,0.574,5,2,1855579.0
BI-C-0008456,1,BI-084125,B5,Zeta,0.762,0.379,3,1,8995151.0
BI-C-0008457,1,BI-084126,A6,Helionis Cluster,0.185,0.857,4,2,7612541.0
BI-C-0008458,1,BI-084135,B4,Helionis Cluster,0.758,0.731,3,3,2514851.0
BI-C-0008459,1,BI-084146,B7,Helionis Cluster,0.505,0.508,3,5,5298145.0
BI-C-0008460,2,BI-084146,B7,Helionis Cluster,0.505,0.508,3,5,15949748.0
BI-C-0008461,1,BI-084147,G4,Epsilon,0.113,0.706,4,3,2989415.0
BI-C-0008462,1,BI-084148,B9,Helionis Cluster,0.615,0.709,1,5,2057851.0
BI-C-0008463,2,BI-084148,B9,Helionis Cluster,0.615,0.709,1,5,10657642.0
BI-C-0008464,1,BI-084154,A9,Epsilon,0.982,0.801,1,5,881031.0
BI-C-0008465,2,BI-084154,A9,Epsilon,0.982,0.801,1,5,1129464.0
BI-C-0008466,1,BI-084163,A7,Epsilon,0.16,0.441,4,2,1257407.0
BI-C-0008467,2,BI-084163,A7,Epsilon,0.16,0.441,4,2,23688307.0
BI-C-0008468,3,BI-084163,A7,Epsilon,0.16,0.441,4,2,1801530.0
BI-C-0008469,1,BI-084189,A3,Zeta,0.417,0.843,1,5,1078560.0
BI-C-0008470,1,BI-084230,B8,Epsilon,0.08,0.15,4,3,490243.0
BI-C-0008471,1,BI-084243,B1,Zeta,0.017,0.492,3,5,2217060.0
BI-C-0008472,2,BI-084243,B1,Zeta,0.017,0.492,3,5,841009.0
BI-C-0008473,1,BI-084260,G2,Epsilon,0.044,0.904,1,1,3299471.0
BI-C-0008474,1,BI-084261,G3,Helionis Cluster,0.33,0.81,2,3,3560828.0
BI-C-0008475,1,BI-084281,A5,Helionis Cluster,0.372,0.341,2,2,8511098.0
BI-C-0008476,1,BI-084319,A1,Zeta,0.546,0.297,5,2,4450364.0
BI-C-0008477,1,BI-084321,G7,Epsilon,0.372,0.456,1,2,890838.0
BI-C-0008478,2,BI-084321,G7,Epsilon,0.372,0.456,1,2,344026.0
BI-C-0008479,1,BI-084341,G7,Zeta,0.571,0.604,3,2,255977.0
BI-C-0008480,1,BI-084351,A3,Epsilon,0.912,0.331,5,4,1637411.0
BI-C-0008481,2,BI-084351,A3,Epsilon,0.912,0.331,5,4,13575056.0
BI-C-0008482,3,BI-084351,A3,Epsilon,0.912,0.331,5,4,4762886.0
BI-C-0008483,1,BI-084359,A1,Helionis Cluster,0.856,0.311,4,1,2578832.0
BI-C-0008484,1,BI-084411,A5,Epsilon,0.163,0.312,1,2,881939.0
BI-C-0008485,1,BI-084421,B9,Zeta,0.741,0.77,2,1,6567922.0
BI-C-0008486,1,BI-084424,G3,Zeta,0.266,0.386,1,3,1276284.0
BI-C-0008487,1,BI-084427,G3,Zeta,0.243,0.903,1,5,779693.0
BI-C-0008488,2,BI-084427,G3,Zeta,0.243,0.903,1,5,1523307.0
BI-C-0008489,1,BI-084445,A2,Epsilon,0.582,0.146,4,2,4523824.0
BI-C-0008490,1,BI-084454,G3,Zeta,0.203,0.744,4,2,578140.0
BI-C-0008491,2,BI-084454,G3,Zeta,0.203,0.744,4,2,1056895.0
BI-C-0008492,1,BI-084477,G6,Zeta,0.737,0.685,5,3,5348458.0
BI-C-0008493,2,BI-084477,G6,Zeta,0.737,0.685,5,3,921256.0
BI-C-0008494,1,BI-084490,B5,Zeta,0.742,0.956,2,1,787877.0
BI-C-0008495,2,BI-084490,B5,Zeta,0.742,0.956,2,1,1350896.0
BI-C-0008496,1,BI-084494,G5,Zeta,0.469,0.751,4,2,1374473.0
BI-C-0008497,2,BI-084494,G5,Zeta,0.469,0.751,4,2,2324737.0
BI-C-0008498,1,BI-084500,A4,Zeta,0.223,0.741,4,5,1038315.0
BI-C-0008499,1,BI-084558,A1,Zeta,0.8,0.921,5,4,381434.0
BI-C-0008500,1,BI-084570,G4,Helionis Cluster,0.668,0.517,3,1,1244739.0
BI-C-0008501,1,BI-084581,B1,Helionis Cluster,0.376,0.709,5,1,6357434.0
BI-C-0008502,2,BI-084581,B1,Helionis Cluster,0.376,0.709,5,1,6286789.0
BI-C-0008503,1,BI-084587,B8,Epsilon,0.804,0.614,3,1,597387.0
BI-C-0008504,2,BI-084587,B8,Epsilon,0.804,0.614,3,1,2260023.0
BI-C-0008505,1,BI-084597,A8,Zeta,0.13,0.943,1,3,818116.0
BI-C-0008506,1,BI-084599,B6,Helionis Cluster,0.929,0.353,5,3,559310.0
BI-C-0008507,2,BI-084599,B6,Helionis Cluster,0.929,0.353,5,3,3474919.0
BI-C-0008508,1,BI-084616,B7,Epsilon,0.359,0.522,4,3,3503905.0
BI-C-0008509,1,BI-084649,A2,Zeta,0.326,0.774,4,4,3782494.0
BI-C-0008510,1,BI-084692,A5,Zeta,0.835,0.772,2,3,6484883.0
BI-C-0008511,2,BI-084692,A5,Zeta,0.835,0.772,2,3,1292304.0
BI-C-0008512,1,BI-084698,B9,Epsilon,0.879,0.77,3,3,11332865.0
BI-C-0008513,2,BI-084698,B9,Epsilon,0.879,0.77,3,3,17121031.0
BI-C-0008514,1,BI-084705,G6,Helionis Cluster,0.987,0.761,5,2,1366070.0
BI-C-0008515,2,BI-084705,G6,Helionis Cluster,0.987,0.761,5,2,8729408.0
BI-C-0008516,1,BI-084791,B4,Epsilon,0.244,0.368,3,5,104865.0
BI-C-0008517,1,BI-084798,B9,Zeta,0.924,0.456,2,4,1634532.0
BI-C-0008518,1,BI-084804,G1,Zeta,0.159,0.589,3,2,4918591.0
BI-C-0008519,2,BI-084804,G1,Zeta,0.159,0.589,3,2,584774.0
BI-C-0008520,1,BI-084811,A8,Zeta,0.341,0.276,5,5,38439781.0
BI-C-0008521,1,BI-084826,A3,Epsilon,0.328,0.614,4,4,1679607.0
BI-C-0008522,1,BI-084843,B1,Zeta,0.792,0.115,5,2,1313375.0
BI-C-0008523,1,BI-084848,A7,Zeta,0.793,0.674,1,4,16749078.0
BI-C-0008524,1,BI-084849,G6,Zeta,0.122,0.655,5,4,1498300.0
BI-C-0008525,1,BI-084852,B8,Helionis Cluster,0.884,0.508,5,3,3741906.0
BI-C-0008526,1,BI-084871,B2,Zeta,0.861,0.426,5,2,2312892.0
BI-C-0008527,1,BI-084875,G1,Epsilon,0.671,0.892,5,5,1622489.0
BI-C-0008528,2,BI-084875,G1,Epsilon,0.671,0.892,5,5,990625.0
BI-C-0008529,1,BI-084886,G6,Helionis Cluster,0.633,0.556,5,2,12546762.0
BI-C-0008530,1,BI-084893,G6,Zeta,0.067,0.578,3,5,2003989.0
BI-C-0008531,1,BI-084916,G8,Zeta,0.162,0.34,4,2,5932234.0
BI-C-0008532,2,BI-084916,G8,Zeta,0.162,0.34,4,2,2237682.0
BI-C-0008533,3,BI-084916,G8,Zeta,0.162,0.34,4,2,21126704.0
BI-C-0008534,4,BI-084916,G8,Zeta,0.162,0.34,4,2,1053477.0
BI-C-0008535,1,BI-084939,A8,Helionis Cluster,0.804,0.575,3,3,1935485.0
BI-C-0008536,2,BI-084939,A8,Helionis Cluster,0.804,0.575,3,3,3634394.0
BI-C-0008537,1,BI-084959,A5,Zeta,0.618,0.571,5,3,783032.0
BI-C-0008538,1,BI-084994,G5,Epsilon,0.649,0.767,2,3,2433168.0
BI-C-0008539,1,BI-085046,G9,Epsilon,0.338,0.238,4,5,11631747.0
BI-C-0008540,1,BI-085086,A3,Helionis Cluster,0.841,0.404,5,3,332958.0
BI-C-0008541,2,BI-085086,A3,Helionis Cluster,0.841,0.404,5,3,3384890.0
BI-C-0008542,1,BI-085092,G4,Epsilon,0.47,0.615,2,5,2797087.0
BI-C-0008543,1,BI-085126,A2,Zeta,0.103,0.266,4,3,1106038.0
BI-C-0008544,1,BI-085127,G6,Helionis Cluster,0.17,0.472,3,3,2927726.0
BI-C-0008545,1,BI-085128,A7,Epsilon,0.145,0.767,3,2,1100514.0
BI-C-0008546,1,BI-085132,B8,Zeta,0.204,0.505,1,4,1409860.0
BI-C-0008547,1,BI-085138,A2,Epsilon,0.67,0.195,3,1,1061856.0
BI-C-0008548,1,BI-085160,A5,Zeta,0.982,0.511,5,5,3096914.0
BI-C-0008549,1,BI-085176,B2,Epsilon,0.242,0.616,2,2,62469.0
BI-C-0008550,2,BI-085176,B2,Epsilon,0.242,0.616,2,2,644839.0
BI-C-0008551,1,BI-085182,A1,Zeta,0.686,0.417,5,2,8049997.0
BI-C-0008552,1,BI-085197,B1,Epsilon,0.75,0.732,4,5,1762942.0
BI-C-0008553,1,BI-085205,G1,Helionis Cluster,0.511,0.62,1,1,4367192.0
BI-C-0008554,1,BI-085211,B1,Epsilon,0.818,0.465,1,4,2138430.0
BI-C-0008555,1,BI-085232,B1,Helionis Cluster,0.012,0.434,4,4,3081813.0
BI-C-0008556,1,BI-085248,G8,Epsilon,0.476,0.083,5,5,10776124.0
BI-C-0008557,1,BI-085265,A5,Zeta,0.957,0.537,2,2,4810694.0
BI-C-0008558,1,BI-085269,G7,Epsilon,0.552,0.529,5,4,2905781.0
BI-C-0008559,1,BI-085272,G6,Epsilon,0.3,0.571,5,1,609554.0
BI-C-0008560,2,BI-085272,G6,Epsilon,0.3,0.571,5,1,990013.0
BI-C-0008561,1,BI-085286,B2,Zeta,0.244,0.353,2,1,762461.0
BI-C-0008562,1,BI-085300,A3,Epsilon,0.835,0.104,2,5,431877.0
BI-C-0008563,1,BI-085306,B7,Epsilon,0.566,0.227,3,2,755774.0
BI-C-0008564,1,BI-085312,G3,Zeta,0.603,0.792,2,2,736657.0
BI-C-0008565,1,BI-085313,G6,Epsilon,0.423,0.167,5,2,4489640.0
BI-C-0008566,1,BI-085356,A4,Zeta,0.527,0.889,5,4,4134218.0
BI-C-0008567,2,BI-085356,A4,Zeta,0.527,0.889,5,4,22519720.0
BI-C-0008568,1,BI-085374,B4,Helionis Cluster,0.689,0.342,3,4,11171676.0
BI-C-0008569,1,BI-085384,B9,Zeta,0.628,0.117,3,1,3768104.0
BI-C-0008570,1,BI-085385,B9,Helionis Cluster,0.072,0.5,1,2,2858378.0
BI-C-0008571,2,BI-085385,B9,Helionis Cluster,0.072,0.5,1,2,1081397.0
BI-C-0008572,1,BI-085388,G3,Zeta,0.904,0.615,5,2,1557479.0
BI-C-0008573,2,BI-085388,G3,Zeta,0.904,0.615,5,2,13488353.0
BI-C-0008574,3,BI-085388,G3,Zeta,0.904,0.615,5,2,8946582.0
BI-C-0008575,1,BI-085393,A6,Zeta,0.576,0.688,3,3,296703.0
BI-C-0008576,1,BI-085405,G9,Zeta,0.456,0.372,3,5,928918.0
BI-C-0008577,2,BI-085405,G9,Zeta,0.456,0.372,3,5,6024231.0
BI-C-0008578,1,BI-085408,B3,Epsilon,0.759,0.231,2,2,14430896.0
BI-C-0008579,1,BI-085418,B5,Zeta,0.523,0.115,1,5,5887493.0
BI-C-0008580,1,BI-085447,A3,Helionis Cluster,0.267,0.244,5,5,2034146.0
BI-C-0008581,1,BI-085466,B7,Epsilon,0.904,0.957,2,2,32472855.0
BI-C-0008582,1,BI-085475,B4,Epsilon,0.287,0.424,4,1,289078.0
BI-C-0008583,1,BI-085484,G3,Zeta,0.316,0.127,3,3,875923.0
BI-C-0008584,1,BI-085488,B9,Epsilon,0.451,0.611,5,4,4008434.0
BI-C-0008585,2,BI-085488,B9,Epsilon,0.451,0.611,5,4,1149106.0
BI-C-0008586,3,BI-085488,B9,Epsilon,0.451,0.611,5,4,3031505.0
BI-C-0008587,4,BI-085488,B9,Epsilon,0.451,0.611,5,4,642814.0
BI-C-0008588,1,BI-085513,A9,Helionis Cluster,0.723,0.216,4,4,7622601.0
BI-C-0008589,1,BI-085532,B7,Zeta,0.919,0.083,4,2,1342011.0
BI-C-0008590,1,BI-085533,G5,Zeta,0.242,0.834,4,3,237932.0
BI-C-0008591,1,BI-085545,G8,Zeta,0.105,0.398,2,4,245949.0
BI-C-0008592,1,BI-085572,A4,Epsilon,0.39,0.609,5,4,4032058.0
BI-C-0008593,1,BI-085595,B8,Zeta,0.476,0.69,3,5,3226045.0
BI-C-0008594,1,BI-085613,G3,Helionis Cluster,0.562,0.615,4,4,3919400.0
BI-C-0008595,1,BI-085624,B3,Helionis Cluster,0.708,0.301,2,1,3085528.0
BI-C-0008596,1,BI-085639,G1,Zeta,0.954,0.325,3,5,2669604.0
BI-C-0008597,1,BI-085694,G9,Epsilon,0.207,0.305,4,3,883272.0
BI-C-0008598,1,BI-085701,B6,Zeta,0.829,0.936,5,5,4150571.0
BI-C-0008599,1,BI-085716,B4,Zeta,0.272,0.808,5,5,2206820.0
BI-C-0008600,1,BI-085718,A6,Epsilon,0.839,0.482,1,4,2858550.0
BI-C-0008601,1,BI-085726,G1,Zeta,0.929,0.535,5,2,936910.0
BI-C-0008602,1,BI-085734,G4,Zeta,0.493,0.534,5,4,1727636.0
BI-C-0008603,1,BI-085735,B4,Zeta,0.101,0.595,1,5,7532773.0
BI-C-0008604,1,BI-085745,A2,Zeta,0.199,0.414,1,5,401604.0
BI-C-0008605,1,BI-085747,A3,Zeta,0.086,0.791,3,2,649062.0
BI-C-0008606,2,BI-085747,A3,Zeta,0.086,0.791,3,2,288059.0
BI-C-0008607,3,BI-085747,A3,Zeta,0.086,0.791,3,2,656621.0
BI-C-0008608,1,BI-085757,G6,Epsilon,0.456,0.578,4,2,4668482.0
BI-C-0008609,2,BI-085757,G6,Epsilon,0.456,0.578,4,2,784639.0
BI-C-0008610,1,BI-085765,A8,Helionis Cluster,0.183,0.779,3,4,262892.0
BI-C-0008611,1,BI-085783,G1,Epsilon,0.392,0.618,2,4,11984009.0
BI-C-0008612,1,BI-085791,G9,Zeta,0.308,0.755,3,5,2845305.0
BI-C-0008613,1,BI-085813,B2,Zeta,0.45,0.519,5,1,2491128.0
BI-C-0008614,1,BI-085851,B8,Zeta,0.187,0.716,3,3,3469205.0
BI-C-0008615,1,BI-085886,A3,Epsilon,0.799,0.308,3,4,38805898.0
